pin 89 (SHARKL5PRO_AUD_DAD0): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x0
pin 90 (SHARKL5PRO_XTL_EN1): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x0
pin 91 (SHARKL5PRO_AUD_DASYNC): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x0
pin 92 (SHARKL5PRO_AUD_DAD1): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x0
pin 93 (SHARKL5PRO_CHIP_SLEEP): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x0
pin 94 (SHARKL5PRO_SIMCLK2): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x10
pin 95 (SHARKL5PRO_SIMDA2): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x10
pin 96 (SHARKL5PRO_SIMRST2): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x30
pin 97 (SHARKL5PRO_SD0_CMD): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x0
pin 98 (SHARKL5PRO_SD0_D0): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x0
pin 99 (SHARKL5PRO_SD0_D1): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x0
pin 100 (SHARKL5PRO_SD0_CLK): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x0
pin 101 (SHARKL5PRO_SD0_D2): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x0
pin 102 (SHARKL5PRO_SD0_D3): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x0
pin 103 (SHARKL5PRO_SIMCLK0): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x0
pin 104 (SHARKL5PRO_SIMDA0): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x0
pin 105 (SHARKL5PRO_SIMRST0): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x0
pin 106 (SHARKL5PRO_SIMCLK1): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x0
pin 107 (SHARKL5PRO_SIMDA1): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x0
pin 108 (SHARKL5PRO_SIMRST1): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x0
pin 109 (SHARKL5PRO_SD2_CMD): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x30
pin 110 (SHARKL5PRO_SD2_D0): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x30
pin 111 (SHARKL5PRO_SD2_D1): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x30
pin 112 (SHARKL5PRO_SD2_CLK): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x30
pin 113 (SHARKL5PRO_SD2_D2): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x30
pin 114 (SHARKL5PRO_SD2_D3): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x30
pin 115 (SHARKL5PRO_RFCTL0): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x30
pin 116 (SHARKL5PRO_RFCTL1): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x30
pin 117 (SHARKL5PRO_RFCTL2): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x30
pin 118 (SHARKL5PRO_RFCTL3): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x30
pin 119 (SHARKL5PRO_RFCTL4): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x30
